Employee_ID,Age,Experience_Years,Department,Education_Level,Training_Hours,Salary,Performance_Rating
1581,34,13,Marketing,Bachelors,15,89790,Low
1582,56,33,Marketing,Bachelors,78,157842,High
1583,27,4,HR,Bachelors,95,64088,Low
1584,39,17,Sales,Bachelors,67,111744,Medium
1585,26,2,Finance,Bachelors,58,62004,Low
1586,46,25,Sales,Masters,32,138304,Medium
1587,23,0,Sales,Bachelors,98,57954,Low
1588,31,9,HR,Masters,43,73167,Medium
1589,51,28,Sales,Bachelors,35,151032,Medium
1590,26,5,IT,Bachelors,56,78130,Low
1591,54,33,Marketing,Masters,14,155743,High
1592,22,2,IT,Bachelors,99,68172,Low
1593,39,15,Finance,Bachelors,29,107703,Medium
1594,53,33,Marketing,Masters,15,155182,Medium
1595,32,10,Sales,Bachelors,79,93441,Medium
1596,42,19,Finance,Bachelors,68,125048,High
1597,47,25,Marketing,Bachelors,73,127655,High
1598,46,25,Sales,PhD,27,142436,Medium
1599,43,23,IT,Masters,13,139464,Medium
1600,48,28,Marketing,Masters,26,145072,Medium
1601,34,14,Sales,Masters,23,96833,Low
1602,54,32,IT,Bachelors,87,177229,High
1603,55,34,Finance,Bachelors,22,173640,Medium
1604,56,33,Finance,Masters,16,166649,High
1605,22,0,Finance,Bachelors,53,59061,Low
1606,42,20,Finance,Bachelors,24,123258,High
1607,27,7,HR,Bachelors,28,69197,Low
1608,49,25,Marketing,Bachelors,72,132342,Medium
1609,38,16,Marketing,PhD,44,99185,High
1610,26,4,HR,Bachelors,90,64037,High
1611,52,31,Sales,Bachelors,44,162248,High
1612,26,3,Sales,Bachelors,28,64893,Low
1613,59,37,Finance,PhD,29,190188,High
1614,24,2,IT,Bachelors,44,67569,Low
1615,44,24,Sales,Bachelors,41,135543,Medium
1616,58,38,IT,Masters,57,199308,High
1617,58,34,Marketing,Masters,53,162507,High
1618,31,10,IT,Bachelors,33,90824,Low
1619,31,7,Marketing,Bachelors,70,74194,Low
1620,40,20,HR,Bachelors,26,114399,Low
1621,38,15,HR,Bachelors,80,91894,Medium
1622,42,22,Finance,Bachelors,59,136147,Medium
1623,35,14,Sales,Bachelors,74,101114,Low
1624,30,10,Finance,Bachelors,41,93520,Low
1625,22,1,Marketing,Bachelors,45,53742,Low
1626,34,13,Finance,Masters,22,100966,Low
1627,25,4,IT,PhD,79,74613,Medium
1628,22,1,Marketing,Masters,67,60727,Low
1629,53,32,HR,Bachelors,23,144968,Medium
1630,55,32,Sales,Bachelors,46,158087,High
1631,49,25,Marketing,PhD,88,126199,High
1632,52,30,Marketing,Bachelors,77,143151,High
1633,29,5,IT,Bachelors,49,81817,Low
1634,47,26,Sales,Bachelors,68,135715,High
1635,55,32,HR,Masters,89,144829,High
1636,24,4,Marketing,Masters,25,66549,Low
1637,33,10,Marketing,Bachelors,71,79395,Low
1638,22,1,IT,Bachelors,13,60396,Low
1639,26,3,Finance,PhD,54,64117,Low
1640,51,28,HR,Bachelors,99,129463,High
1641,51,30,Sales,Masters,37,158573,Medium
1642,38,15,Marketing,Masters,75,98980,Medium
1643,44,22,Marketing,Masters,40,119865,Medium
1644,36,14,HR,Bachelors,12,90624,Low
1645,58,35,Finance,Bachelors,17,178178,High
1646,42,22,Marketing,Bachelors,33,122237,Medium
1647,35,14,HR,Masters,24,93004,Low
1648,23,1,IT,PhD,52,68257,Low
1649,32,12,Finance,Bachelors,40,99593,Medium
1650,59,36,Sales,Bachelors,82,170733,High
1651,55,35,Marketing,PhD,54,163926,High
1652,59,35,HR,Masters,75,155818,High
1653,55,33,IT,Masters,17,173258,Medium
1654,39,16,Sales,Bachelors,80,104781,Medium
1655,51,30,HR,Bachelors,66,136412,High
1656,36,13,HR,Masters,89,93775,Medium
1657,48,27,Sales,Masters,39,145360,High
1658,55,32,IT,Bachelors,83,169645,High
1659,59,39,IT,Bachelors,27,201367,High
1660,54,34,Finance,Bachelors,78,175449,High
1661,45,25,Marketing,Bachelors,48,135242,High
1662,36,12,Sales,Bachelors,69,98237,Medium
1663,51,30,Sales,PhD,52,156680,High
1664,38,18,Sales,Bachelors,54,109390,Medium
1665,26,2,IT,Masters,32,62869,Low
1666,50,29,Marketing,Bachelors,78,140007,High
1667,25,2,Finance,Masters,15,62029,Low
1668,31,7,HR,PhD,65,71969,Medium
1669,38,16,HR,Bachelors,13,102265,Low
1670,31,7,Sales,Bachelors,32,77894,Low
1671,38,14,Marketing,Bachelors,15,95097,Low
1672,41,20,IT,Bachelors,41,132544,Low
1673,45,22,Marketing,Masters,27,119857,High
1674,26,4,Marketing,PhD,24,70136,Low
1675,55,35,IT,Bachelors,49,187696,High
1676,27,7,Sales,Bachelors,82,77722,Low
1677,23,0,Marketing,Bachelors,83,54544,Low
1678,34,13,HR,Masters,93,91943,High
1679,32,11,IT,Bachelors,15,97994,Low
1680,44,24,Finance,Bachelors,72,139704,Medium
1681,37,15,Sales,Masters,76,104276,Medium
1682,52,29,IT,Masters,20,164481,Medium
1683,32,10,Finance,Bachelors,52,92552,Low
1684,37,14,Finance,Masters,26,109287,Low
1685,29,9,Marketing,Bachelors,13,76632,Low
1686,25,2,Marketing,Bachelors,72,59437,Low
1687,25,4,Marketing,Masters,77,68820,Low
1688,46,22,IT,Masters,90,145099,High
1689,24,0,IT,Bachelors,50,65365,Low
1690,53,33,Sales,Bachelors,92,160497,High
1691,24,3,Marketing,Bachelors,14,63970,Low
1692,48,26,Finance,Bachelors,41,152048,Medium
1693,50,29,HR,Bachelors,95,140737,High
1694,53,29,Sales,Bachelors,79,149791,High
1695,40,16,IT,Bachelors,44,122496,Medium
1696,42,21,Sales,Masters,31,126791,Medium
1697,26,5,Sales,Masters,74,76226,Medium
1698,39,15,Sales,Masters,93,101189,High
1699,49,27,Sales,Bachelors,31,144755,Medium
1700,43,23,HR,PhD,20,117998,Medium
1701,42,22,Marketing,Masters,86,120513,High
1702,27,6,Finance,Masters,12,82928,Low
1703,22,2,Sales,Masters,18,61209,Low
1704,26,2,Sales,PhD,69,58367,Low
1705,33,9,Sales,Bachelors,85,84135,Medium
1706,47,26,Marketing,Bachelors,96,133806,Medium
1707,55,34,IT,Masters,23,179572,Medium
1708,35,14,IT,Masters,27,105654,Low
1709,47,25,HR,Masters,82,127951,High
1710,48,28,IT,Bachelors,32,162538,Medium
1711,30,9,Sales,Bachelors,83,82149,Medium
1712,47,24,Sales,Bachelors,92,132218,High
1713,43,20,Sales,PhD,56,122944,Medium
1714,51,27,HR,Bachelors,78,135130,High
1715,38,18,Sales,Bachelors,56,117084,Low
1716,47,26,IT,Bachelors,96,157959,High
1717,57,34,Marketing,Bachelors,39,157027,Medium
1718,22,2,Marketing,Masters,34,57986,Low
1719,29,5,Finance,Masters,37,69685,Low
1720,56,34,IT,Masters,34,183664,High
1721,36,16,Sales,Bachelors,83,103955,Medium
1722,43,23,Marketing,Masters,87,129205,High
1723,35,13,IT,Bachelors,67,108561,Low
1724,47,27,Marketing,Masters,50,139897,Low
1725,49,25,Sales,Bachelors,34,133706,Medium
1726,44,20,Marketing,Bachelors,87,120674,Medium
1727,35,13,Finance,Masters,57,104479,Medium
1728,45,24,Finance,PhD,19,136216,Medium
1729,23,0,Marketing,Bachelors,84,53500,Low
1730,47,26,IT,Masters,20,157747,Medium
1731,35,15,IT,Bachelors,94,117650,Medium
1732,28,5,IT,Bachelors,30,75190,Low
1733,24,2,Marketing,Bachelors,95,61434,Low
1734,44,22,IT,Bachelors,54,142671,High
1735,39,16,Sales,Bachelors,16,110489,Low
1736,59,35,Finance,Bachelors,90,175629,High
1737,56,33,Sales,Bachelors,73,169019,High
1738,36,16,IT,PhD,73,123164,Medium
1739,46,22,Sales,Bachelors,11,125317,Medium
1740,58,36,IT,Masters,85,195388,High
1741,49,26,Marketing,Bachelors,51,136609,Medium
1742,31,10,Sales,Masters,91,89364,Medium
1743,38,17,Marketing,Bachelors,63,101337,Medium
1744,43,23,Marketing,Bachelors,84,119925,Medium
1745,47,26,HR,Bachelors,25,130299,Medium
1746,46,23,IT,Bachelors,27,140583,High
1747,38,15,Finance,Bachelors,68,112067,Medium
1748,34,13,IT,Masters,99,102847,Medium
1749,41,18,Finance,Masters,25,115652,Medium
1750,46,26,IT,Masters,15,148953,Medium
1751,25,1,Marketing,Masters,66,54085,Low
1752,31,11,Sales,Bachelors,56,94453,Low
1753,24,4,Sales,Bachelors,57,65301,Low
1754,39,16,HR,Bachelors,51,98583,Medium
1755,57,33,Finance,Bachelors,85,171231,High
1756,43,20,Finance,Bachelors,69,127325,Medium
1757,55,33,Finance,Bachelors,86,172501,High
1758,29,6,Marketing,Bachelors,13,70945,Low
1759,40,17,Finance,Bachelors,11,121061,Low
1760,58,35,Sales,Masters,99,168015,High
1761,27,3,Marketing,Masters,68,59871,Low
1762,47,24,IT,Bachelors,36,147907,High
1763,55,31,Finance,PhD,36,158962,High
1764,27,6,Finance,PhD,88,82066,Medium
1765,58,36,IT,Bachelors,81,183952,High
1766,54,30,Finance,Bachelors,16,160176,Medium
1767,43,22,IT,Bachelors,72,143540,Medium
1768,42,18,Marketing,PhD,55,111091,Low
1769,27,3,Sales,Masters,72,60409,Low
1770,27,5,IT,Bachelors,21,72597,Low
1771,25,5,HR,Bachelors,22,62809,Low
1772,51,31,IT,Bachelors,52,171553,High
1773,32,8,Finance,Bachelors,26,89719,Low
1774,51,28,Marketing,Bachelors,72,139417,High
1775,52,31,Marketing,Masters,90,147123,High
1776,45,22,IT,Masters,45,140869,Medium
1777,30,7,Sales,Masters,94,72759,Medium
1778,24,0,HR,Masters,17,52942,Low
1779,52,28,Marketing,Masters,78,140243,High
1780,58,34,Finance,Bachelors,99,169270,High
1781,57,33,Finance,Masters,89,171565,High
1782,45,25,Sales,Bachelors,45,139300,Medium
1783,52,28,Marketing,Masters,37,144105,Medium
1784,27,7,IT,Bachelors,56,82092,Medium
1785,23,3,Finance,Masters,85,64192,Low
1786,41,17,Sales,Bachelors,39,108860,Medium
1787,49,27,Marketing,Bachelors,32,134947,Medium
1788,32,11,Marketing,Bachelors,25,84596,Low
1789,25,2,Marketing,Bachelors,23,59726,Low
1790,36,16,Marketing,Masters,83,99610,High
1791,27,6,Marketing,Masters,80,73988,Low
1792,51,29,Finance,Bachelors,61,160542,High
1793,59,36,Sales,Bachelors,46,171818,High
1794,23,0,Marketing,Bachelors,38,53658,Low
1795,36,16,HR,Bachelors,76,93240,Medium
1796,32,8,HR,Bachelors,24,72440,Low
1797,29,7,Sales,Masters,56,77694,Low
1798,47,27,IT,Bachelors,55,162718,High
1799,26,4,IT,Bachelors,61,78328,Low
1800,27,3,IT,Bachelors,28,70892,Low
1801,47,23,HR,Bachelors,86,117768,High
1802,25,5,IT,Bachelors,30,82970,Low
1803,40,16,Finance,Masters,73,116144,Low
1804,41,20,Marketing,Bachelors,46,119492,High
1805,54,31,HR,Bachelors,36,144429,High
1806,41,21,Sales,Bachelors,64,122765,Medium
1807,33,11,Sales,Bachelors,38,88190,Low
1808,22,1,Marketing,Bachelors,29,60599,Medium
1809,47,27,HR,PhD,34,132568,High
1810,35,11,IT,Masters,79,96721,Low
1811,59,35,IT,Bachelors,72,183188,High
1812,58,34,Finance,Bachelors,45,176042,High
1813,32,8,Finance,Bachelors,11,87773,Low
1814,57,35,IT,Bachelors,31,182590,High
1815,34,13,Sales,Masters,25,96613,Low
1816,24,1,Sales,Masters,27,61944,Low
1817,54,32,Finance,Bachelors,78,167173,High
1818,27,5,Marketing,Bachelors,63,64382,Low
1819,31,8,IT,Bachelors,39,88191,Low
1820,26,3,Finance,Masters,54,63514,Low
1821,44,20,Finance,Masters,28,122052,Medium
1822,31,9,IT,Bachelors,96,95528,Medium
1823,23,3,IT,Bachelors,43,66361,Low
1824,34,11,Sales,Masters,22,87901,Low
1825,23,0,Marketing,Bachelors,52,55736,Low
1826,41,20,Marketing,Bachelors,71,118762,Medium
1827,22,2,IT,Bachelors,31,72836,Low
1828,58,38,HR,Masters,61,166970,High
1829,30,7,Finance,Bachelors,61,78103,Low
1830,38,14,Finance,Bachelors,45,108095,Low
1831,30,9,IT,Masters,82,89708,Medium
1832,32,12,HR,Bachelors,28,87464,Low
1833,36,13,Sales,Bachelors,47,92595,High
1834,45,25,IT,Bachelors,79,154905,High
1835,59,38,IT,Bachelors,88,198434,High
1836,56,35,Finance,Masters,66,183704,High
1837,51,29,IT,Bachelors,29,168819,Medium
1838,52,29,IT,Bachelors,18,158472,Medium
1839,26,5,IT,Bachelors,41,83122,Low
1840,35,13,Finance,Masters,13,104283,Low
1841,32,10,Sales,Masters,59,85684,Low
1842,30,10,Sales,Bachelors,91,83143,Medium
1843,55,35,IT,Bachelors,14,186987,Medium
1844,33,11,Finance,Masters,29,90314,Low
1845,56,36,Sales,Bachelors,96,172108,High
1846,56,35,Sales,Masters,84,169412,High
1847,22,0,Sales,Masters,46,53237,Low
1848,43,22,Finance,Masters,31,130128,Medium
1849,50,28,Finance,Bachelors,67,155210,Medium
1850,29,7,IT,Bachelors,77,87994,Low
1851,32,11,Marketing,Masters,53,89204,Low
1852,58,38,Sales,Bachelors,43,185015,High
1853,35,15,Marketing,Bachelors,86,100091,High
1854,51,29,Finance,Masters,51,161595,High
1855,56,33,Finance,Masters,18,171008,Medium
1856,42,22,Finance,Bachelors,16,130761,Medium
1857,58,37,Marketing,Bachelors,77,163801,High
1858,26,6,Finance,Bachelors,28,83058,Low
1859,40,19,IT,Masters,40,132379,Low
1860,35,13,Finance,PhD,44,97869,Low
1861,47,27,HR,Bachelors,66,127861,High
1862,25,4,Marketing,Bachelors,94,65382,Medium
1863,46,24,HR,Masters,70,123943,Medium
1864,46,23,Finance,Bachelors,40,140668,High
1865,39,18,IT,Bachelors,92,119324,Medium
1866,29,6,Sales,PhD,62,74630,Medium
1867,35,12,Finance,Bachelors,41,96748,Low
1868,53,29,IT,Masters,75,169695,High
1869,59,39,Marketing,Bachelors,68,178585,High
1870,54,33,HR,Bachelors,19,144901,High
1871,44,21,HR,Masters,11,113398,Medium
1872,36,12,HR,Bachelors,75,87678,Medium
1873,54,32,Marketing,PhD,69,153855,High
1874,46,25,IT,Bachelors,97,151924,High
1875,38,15,Marketing,Bachelors,26,98613,High
1876,54,34,HR,Bachelors,25,148067,High
1877,23,0,Finance,Bachelors,25,51779,Low
1878,35,12,Sales,Bachelors,55,96730,Low
1879,27,7,Marketing,Bachelors,48,76927,Low
1880,27,4,Marketing,Bachelors,40,67323,Low
1881,24,3,IT,Bachelors,97,65456,Medium
1882,28,7,IT,Masters,10,89709,Low
1883,29,8,Marketing,Masters,20,81789,Low
1884,36,12,HR,Masters,94,86338,High
1885,50,29,Sales,Bachelors,13,148654,Medium
1886,54,34,IT,Bachelors,80,185995,High
1887,51,28,HR,Masters,35,130590,Medium
1888,48,26,Finance,Bachelors,59,150392,High
1889,57,37,IT,Bachelors,21,193131,Medium
1890,50,30,HR,Masters,90,143997,High
1891,59,38,HR,Masters,84,166798,High
1892,54,30,Sales,Bachelors,74,152670,High
1893,58,35,Sales,Bachelors,56,166492,High
1894,48,24,Finance,Masters,62,143855,High
1895,54,31,HR,Bachelors,80,141225,High
1896,25,2,HR,Masters,11,53460,Low
1897,43,19,Sales,Masters,33,121810,Low
1898,23,3,IT,Masters,13,68073,Low
1899,31,8,IT,Bachelors,28,90871,Low
1900,26,2,Marketing,Bachelors,35,61405,Low
1901,31,8,Sales,Masters,84,82973,Medium
1902,54,32,Marketing,Masters,49,151319,High
1903,59,39,Sales,Masters,59,178877,High
1904,34,13,Finance,Bachelors,52,100790,Low
1905,52,29,HR,Bachelors,84,138413,High
1906,57,35,Finance,Masters,76,173883,High
1907,45,24,Sales,Masters,21,139646,Medium
1908,36,15,HR,PhD,76,92565,High
1909,50,27,IT,Masters,36,155008,Medium
1910,29,5,IT,Bachelors,63,75697,Low
1911,26,3,Marketing,Masters,75,59461,Low
1912,50,28,Sales,Masters,58,145377,Medium
1913,25,4,Sales,Bachelors,25,67453,Low
1914,33,10,IT,Masters,11,100633,Low
1915,23,0,Finance,Bachelors,69,58959,Low
1916,48,25,HR,Bachelors,63,127099,Medium
1917,52,32,Finance,Masters,39,170632,Medium
1918,57,33,Finance,Bachelors,93,170289,High
1919,57,35,IT,Bachelors,47,186961,High
1920,47,26,IT,Bachelors,37,152581,High
1921,48,25,IT,Bachelors,34,154693,Medium
1922,26,2,Marketing,Bachelors,19,56280,Low
1923,41,21,Finance,Bachelors,69,131301,High
1924,32,8,Sales,PhD,51,76632,Medium
1925,31,11,HR,Bachelors,49,78283,Low
1926,59,37,Marketing,Bachelors,86,169932,High
1927,27,6,Sales,Bachelors,51,73221,Medium
1928,29,7,Finance,Masters,56,81181,Low
1929,44,21,IT,Bachelors,46,131358,Medium
1930,47,23,Finance,Masters,89,140669,High
1931,33,13,HR,Masters,31,88734,Low
1932,47,27,Marketing,Masters,66,138869,High
1933,34,10,Marketing,Bachelors,93,86484,High
1934,39,15,HR,Masters,36,93672,Medium
1935,46,23,Sales,Bachelors,50,133520,Medium
1936,54,32,Sales,PhD,89,162345,High
1937,33,13,Marketing,Masters,43,89241,Low
1938,57,34,Marketing,Bachelors,41,161550,Medium
1939,25,3,IT,Bachelors,99,67345,Medium
1940,26,3,Sales,Bachelors,98,61845,Medium
1941,58,38,HR,Masters,75,163522,High
1942,29,5,Sales,Bachelors,21,69506,Low
1943,49,25,IT,Bachelors,49,147884,Medium
1944,52,30,Marketing,Bachelors,82,146092,High
1945,30,9,Marketing,Masters,85,75960,Medium
1946,50,28,IT,Masters,99,160444,High
1947,35,14,HR,Masters,82,91823,Medium
1948,43,20,Marketing,Masters,19,115416,Medium
1949,32,9,Finance,Bachelors,57,86481,Low
1950,44,24,Marketing,Bachelors,29,128594,Medium
1951,22,1,Finance,Masters,48,56221,Low
1952,58,38,IT,Bachelors,69,202239,High
1953,42,18,IT,Bachelors,75,127352,Medium
1954,47,26,Marketing,Bachelors,74,133056,High
1955,57,35,Sales,Bachelors,60,168171,High
1956,44,20,Finance,Bachelors,45,125593,High
1957,22,0,HR,Masters,33,51961,Low
1958,36,14,Marketing,Bachelors,36,93885,Medium
1959,42,18,HR,Bachelors,11,108309,Low
1960,30,9,Marketing,Bachelors,40,78751,Medium
1961,30,10,Sales,Masters,66,84411,Medium
1962,31,7,Sales,Bachelors,87,74100,Medium
1963,47,26,Sales,Masters,75,138278,High
1964,56,33,Sales,Masters,38,159416,Medium
1965,46,25,IT,Bachelors,24,144181,Medium
1966,47,27,IT,PhD,21,161732,Low
1967,32,11,Finance,PhD,37,98950,Low
1968,59,37,HR,Masters,93,156912,High
1969,23,3,Marketing,Masters,33,59137,Low
1970,28,5,Marketing,Bachelors,30,63519,Low
1971,39,17,IT,Bachelors,19,117777,Low
1972,48,27,Marketing,Bachelors,87,132883,High
1973,55,35,IT,Bachelors,27,181862,High
1974,48,25,Finance,PhD,97,140438,High
1975,38,16,HR,Bachelors,23,96085,Medium
1976,45,22,Finance,Masters,43,131679,Medium
1977,46,25,Sales,Masters,67,132171,Medium
1978,28,5,Sales,Masters,85,75818,High
1979,27,3,Sales,PhD,31,67655,Low
1980,45,23,Finance,Bachelors,79,139336,Medium
1981,54,31,Marketing,Bachelors,45,150699,Medium
1982,50,29,HR,Bachelors,54,139543,High
1983,43,22,Sales,Bachelors,45,130960,Medium
1984,47,24,Sales,Bachelors,31,133819,Medium
1985,49,28,Sales,Bachelors,87,148775,High
1986,42,22,HR,Masters,89,118246,High
1987,28,8,Sales,Bachelors,70,76069,Low
1988,38,18,HR,Bachelors,65,106950,Medium
1989,41,17,Sales,Masters,98,106695,High
1990,41,18,Finance,Bachelors,42,119169,Medium
1991,43,19,Finance,Bachelors,54,120640,Low
1992,49,28,HR,Masters,45,138369,High
1993,28,4,Finance,Masters,29,65725,Low
1994,22,1,HR,Masters,27,55853,Low
1995,53,32,Finance,Bachelors,47,169603,High
1996,34,12,Finance,Masters,76,99588,Medium
1997,51,31,HR,Masters,32,139716,High
1998,44,23,Marketing,Bachelors,25,120525,Medium
1999,40,18,Finance,Masters,68,118873,Medium
2000,53,33,Sales,Masters,78,167305,High
